Catalog No,Reign Era,Reign Dates,Temple/Personal Name,Mint,Obverse Inscription,Description,Rarity (Hartill: lower=rarer),Entry Date,Book Page,PDF Page
22.1346,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,Rev: Crescent above。 器23 Rev: Ceecee celocent above,,,409,129
22.1349,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,Rev: Inverted crescent below,,,409,129
22.1350,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,"Rev; Cregcent above;, dot below 卫02619,51571",9,,409,129
22.1351,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,Rev; Circle above,,,409,129
22.1352,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,"Rev: Circle below In 1898, the Henan mint tas reopened with ten furnaces that could cast 103,690 strings a vear。 13 13 13 r #",,,409,129
22.1354,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,,,,410,130
22.1357,Guangxu,1875-1908,De Zong,"Kaifeng, Henan",光鳍通夤 Guang Xu tong bao,,,,410,130
22.1471,Guangxu,1875-1908,De Zong,"Kashgar, Xinjiang",光绪通| Guang Au tong bao,One dot tong。 14,14,,419,139
22.1472,Guangxu,1875-1908,De Zong,"Kashgar, Xinjiang",光绪通| Guang Au tong bao,"Two dot tong. Different SCaohga 14 Rev: Boo left, S(a)ohg(a)uright; read from top to bottom. 喀十 Ka shi (alshgar] Ten) above and below",,,419,139
22.1473,Guangxu,1875-1908,De Zong,"Kashgar, Xinjiang",光绪通| Guang Au tong bao,"-4 Increasingly ilegible。 1892.1907. 14 Tn 1889 casting level Of 3,290 strings 0 Vear Was established; 29 workmen were employed.The coin weight Was 13 qlan I 1893, 0 conbined Mines and Minting Offce was set up in the east corner O[ the barracks i Uhe Nalie Cit。 An Last and West factory are menlioned。 The casting rate increased to 6,400 strings a year; now 50 workmen Were emploved",,1892-1907,419,139
22.1475,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Rev,,,420,140
22.1476,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Rev,,,420,140
22.1477,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Rev: Boo left,,,420,140
22.1478,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,"Thin character strokes, bei long",,,420,140
22.1479,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,"Thick, crude character strokes, bei a fish tail",,,420,140
22.1480,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,"Six stroke bei, different style Of Kuchelgcqa",,,420,140
22.1481,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Rev: Inscription inverted #,,,420,140
22.1482,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Rev: Crescent at 4 0'clock,,,420,140
22.1483,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,"Rev; Crescent at 4 0'clock and 10 o'clock。 Rev: Boo left, ""chuan"" for",,,420,140
22.1484,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,11 Attributable to the short-lived,,,420,140
22.1485,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Neat engra Ving' similar to that of,,,420,140
22.1486,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,"Cruder, gprawlng characters",,,420,140
22.1487,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,-8 Square head tong,,,421,141
22.1489,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,"Rev: Reversed boo Obv: 光筛 Guang Xu top and bottom. Cyclical characters for the date, right and left。 Rev: Boo left, chuan"" for",,,421,141
22.1490,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,"Obv: 丁未 ding Wei for 1907,rght and left",,,421,141
22.1491,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,"Obv: 戊申 UU shen for 1908, right and left 14 10 10 Obv: 光绪逦黉 Guang Ku tong bao。 Rev: Boo left, ""yuan for",,,421,141
22.1492,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,-4 Various inelegant styles 14 Nade by,,,421,141
22.1493,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,,,,421,141
22.1494,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",光绪通赛 Guang Ju tong bao,Emperor De Zong,,,421,141
22.1511,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,"-12 Large and small specimens。 ?late I890s Traditional works ascribe these coins to Jingzhou in Hubei, but there is no menlion Of this in the historicol records。 Bruce I. Smith has a more convincing hypothesis: Ny omn theory 15 that the mark refers to Qinejiang [清江] the river city in Jiangsu province; north ofthe Yangtze River, KOWI Lo toreigners 05 Tsingkiang OI Chingkiang: That place had modern UIl (established in 1905) which made copper cents (10 cash) usInB British machinery。 What nearly everyone doesn '[ know is that the city was to be the capital of a new provnce to be created by cutting Jiangsu prov。 ince in half The new provnce was to be established in 1905, but the plans were shelved. This is why rela tively obscure place like Qingiang had a modern mint i was to be the provincial mint for the new prov。 ICC。 Perhaps the planners thought traditonal cast cash should also be made。 Or maybe the cast mint was established there before the provncial plang。 There was indeed casting in Qingjiang before 1905。 In October 1899 让 was reported: In fulure, Zhun an prefecture (Qingjiang) which delivers large coins; because the workmen undertaking Ue Work are usirtg local casting laws Is to change all the output to regulalion coins。 The low weighl Ol these coins OI around ?.6 grams indicates 0 Weight standara of 8 fen less which Is typical of coins produced by other mints in the late 1890s.Their workmanship is not incompatible with other Jiangsu coins Xuangtong。 The Dowager Empress Cixi fnally died in November 1908, the day after the death of Guangxu, Her three year-old grandnephew , Puyi, succeeded to the throne, under the regency of his father; the second Prince Qun. His reign was not long. On I2th February 1912, the formal abdication of the throne in favour Of the republican revolutionaries Of Sun Yat-sen Was announced and the Qing dynasty came to an end The",,,424,144
22.1512,Guangxu,1875-1908,De Zong,"Kucha, Xinjiang",,Emperor De Zong,,,424,144
22.1372,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,Larger coins; qian nominal weight 1875-18805 15,15,,411,131
22.1373,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Smaller coins, 8 fen nominal weight。 1899.1901 15",15,1899-1901,411,131
22.1374,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"缶 Pou bao, one dot tong。 1899 ? 11",,,412,132
22.1375,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Rev; Dot above。 1899.? 10 In 1899, Ue Fengtian General reported that the mint could cast 1,600 strings Of 5 fen weight coins a day。 Struck coing",,,412,132
22.1376,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,Rev: 公平 Gor ping (Fair and Honest) above and below 1898。 Trials only,,,412,132
22.1377,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,Rev: 官枚 Guan mei (Ofcial coin) above. 四分 Si fen (4 fen) below。 1899 卫D2626,6,,412,132
22.1378,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Rev: 奉天楼器局造紫鲷簋十鳢重二畿四分 卫02633 Fengtian jiqi ju zao zi tong dang shi qicn zhong er Qian si fen。 (Rengtian machine wint made purple copper value ten coin, weight 2 qian fen) Several sizes and die varieties are known. However, Lhe records do not mention when this coin Wag minted。 Jilin, Manchuria. Rev: Boo gi left and right",3,,412,132
22.1379,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Si stroke bei, one dot tong。 1887.? 卫02630 13",0,,412,132
22.1380,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Seven stroke bei, two dot tong。 1887 ? 13 Struck coin",,,412,132
22.1381,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,"Six stroke bei, one dot tong: 1889.90。 10 4 minl using weslern machinery had been in operatton In Jilin since 1883, bul its outpul was limited to sil。 Uer cOins. In 1887,Jilin General Ji Yuan memorialised regarding the shortage Ol coins in the province, and Was Bven permission to open 4 ninl Ertracts from the Jilin Mint Regulalions: ITEM. Furnaces: Four furnaces ICLC originally set up。 These were known 49 Uhe 元亨利真 Yuan heng l zhen. [te opening phrase of the Book of Changes used to denote 1,2,3,4]. In May 1890, this was reduced to Lwo. In Pebruary 1893, another was removed, and now there is only one ITEM。 Work Expenses: Bach day 90 strings are cast. In accordance with the daily output uge: crucibles; 360 jin Of coke; jn Of willow wood charcoal for the sand casting, and 30 jin O[ black coal to light the furnaces ITEN Ofcials: Each furnace has 24 workmen. In addition, there are three men who attend to the cruci。 bles one man who attends to the wooden frames, and one Ian who engraves the coin patterns。 They are each paid 3 liang a month。 In October 1889, General Zhang Shun memorialised that, on arriving at his post, he had added furnaces; increased the labour and malerials at the mint, and elimuated unnecessary ependilure; 50 thal the Jowr furnaces could cast appronmalely 80,000 or 90,000 strings 0 VeUT He had also bought machinery from Shanghai with a great capacity to make regulation coins, apporently with a weighl O「 8 fen. The strtch Boo gi coins nust date from this time; the Regulations above show that casting continued till at least 1893",,1889-90,412,132
22.1383,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,,,,413,133
22.1384,Guangxu,1875-1908,De Zong,"Nanchang, Jiangxi",光绪通寰 Guang Ku tong bao,,,,413,133
22.1358,Guangxu,1875-1908,De Zong,"Nanking, Jiangsu",光鳍通窦 Guang Xu tong bao,"Square head tong 1898 51586 11 In January 1898,the West factory Of the Jiangnan Silver Dollar and Regulation Coins General Mint started striking coins with a weight O「 7 fen. This only lasted for a few months",,,410,130
22.1359,Guangxu,1875-1908,De Zong,"Nanking, Jiangsu",光鳍通窦 Guang Xu tong bao,"Closed head tong. The ning looks like ling。 21902 Suzhou, Jinngsu. Rev: Boo SU left and right. 1887-1905",,1887-1905,410,130
22.1360,Guangxu,1875-1908,De Zong,"Nanking, Jiangsu",光鳍通窦 Guang Xu tong bao,Large characters。 81569 15,15,,410,130
22.1361,Guangxu,1875-1908,De Zong,"Nanking, Jiangsu",光鳍通窦 Guang Xu tong bao,Small characters Rev: Large SU,,,410,130
